time,total_events,window_size,slide
67  ,556115      ,20         ,1
68  ,565425      ,20         ,1
69  ,574064      ,20         ,1
70  ,582847      ,20         ,1
71  ,589482      ,20         ,1
72  ,597579      ,20         ,1
73  ,606475      ,20         ,1
74  ,613319      ,20         ,1
75  ,620466      ,20         ,1
76  ,629566      ,20         ,1
77  ,638749      ,20         ,1
78  ,643466      ,20         ,1
79  ,653184      ,20         ,1
80  ,662551      ,20         ,1
81  ,671941      ,20         ,1
82  ,679275      ,20         ,1
83  ,687041      ,20         ,1
84  ,695905      ,20         ,1
85  ,704804      ,20         ,1
86  ,712036      ,20         ,1
87  ,721077      ,20         ,1
88  ,730004      ,20         ,1
89  ,738387      ,20         ,1
90  ,742748      ,20         ,1
91  ,752469      ,20         ,1
92  ,761867      ,20         ,1
93  ,771079      ,20         ,1
94  ,777015      ,20         ,1
95  ,785109      ,20         ,1
96  ,793785      ,20         ,1
97  ,802770      ,20         ,1
98  ,809752      ,20         ,1
99  ,818507      ,20         ,1
100 ,827497      ,20         ,1
101 ,836788      ,20         ,1
102 ,840698      ,20         ,1
103 ,850378      ,20         ,1
104 ,859756      ,20         ,1
105 ,869161      ,20         ,1
106 ,877964      ,20         ,1
107 ,886661      ,20         ,1
108 ,895438      ,20         ,1
109 ,903680      ,20         ,1
110 ,910805      ,20         ,1
111 ,919505      ,20         ,1
112 ,928545      ,20         ,1
113 ,937326      ,20         ,1
114 ,939701      ,20         ,1
115 ,949361      ,20         ,1
116 ,958619      ,20         ,1
117 ,967283      ,20         ,1
118 ,973881      ,20         ,1
119 ,982476      ,20         ,1
120 ,991572      ,20         ,1
121 ,1000557     ,20         ,1
122 ,1007615     ,20         ,1
123 ,1016771     ,20         ,1
124 ,1025909     ,20         ,1
125 ,1033396     ,20         ,1
126 ,1043087     ,20         ,1
127 ,1052449     ,20         ,1
128 ,1061615     ,20         ,1
129 ,1070983     ,20         ,1
130 ,1080083     ,20         ,1
131 ,1089011     ,20         ,1
132 ,1097503     ,20         ,1
133 ,1104241     ,20         ,1
134 ,1113528     ,20         ,1
135 ,1122593     ,20         ,1
136 ,1127192     ,20         ,1
137 ,1136893     ,20         ,1
138 ,1146234     ,20         ,1
139 ,1155595     ,20         ,1
140 ,1164972     ,20         ,1
141 ,1173338     ,20         ,1
142 ,1181652     ,20         ,1
143 ,1190643     ,20         ,1
144 ,1199251     ,20         ,1
145 ,1206539     ,20         ,1
146 ,1215426     ,20         ,1
147 ,1219153     ,20         ,1
148 ,1228879     ,20         ,1
149 ,1238092     ,20         ,1
150 ,1247368     ,20         ,1
151 ,1256647     ,20         ,1
1   ,8682        ,40         ,1
2   ,17194       ,40         ,1
3   ,26851       ,40         ,1
4   ,34198       ,40         ,1
5   ,43878       ,40         ,1
6   ,53291       ,40         ,1
7   ,62523       ,40         ,1
8   ,68686       ,40         ,1
9   ,78186       ,40         ,1
10  ,87634       ,40         ,1
11  ,97054       ,40         ,1
12  ,106567      ,40         ,1
13  ,116072      ,40         ,1
14  ,124365      ,40         ,1
15  ,131073      ,40         ,1
16  ,138655      ,40         ,1
17  ,148063      ,40         ,1
18  ,157541      ,40         ,1
19  ,167076      ,40         ,1
20  ,176423      ,40         ,1
21  ,185650      ,40         ,1
22  ,195117      ,40         ,1
23  ,204588      ,40         ,1
24  ,213906      ,40         ,1
25  ,223414      ,40         ,1
26  ,231919      ,40         ,1
27  ,241426      ,40         ,1
28  ,250688      ,40         ,1
29  ,260207      ,40         ,1
30  ,262145      ,40         ,1
31  ,268224      ,40         ,1
32  ,277683      ,40         ,1
33  ,285744      ,40         ,1
34  ,294672      ,40         ,1
35  ,303506      ,40         ,1
36  ,312356      ,40         ,1
37  ,321316      ,40         ,1
38  ,330703      ,40         ,1
39  ,340137      ,40         ,1
40  ,349387      ,40         ,1
41  ,356277      ,40         ,1
42  ,365150      ,40         ,1
43  ,373934      ,40         ,1
44  ,381989      ,40         ,1
45  ,390422      ,40         ,1
46  ,399600      ,40         ,1
47  ,408602      ,40         ,1
48  ,414969      ,40         ,1
49  ,423926      ,40         ,1
50  ,433065      ,40         ,1
51  ,441876      ,40         ,1
52  ,450812      ,40         ,1
53  ,459906      ,40         ,1
54  ,468099      ,40         ,1
55  ,476108      ,40         ,1
56  ,484575      ,40         ,1
57  ,493718      ,40         ,1
58  ,502728      ,40         ,1
59  ,511842      ,40         ,1
60  ,520570      ,40         ,1
61  ,524290      ,40         ,1
62  ,533966      ,40         ,1
63  ,543325      ,40         ,1
64  ,552733      ,40         ,1
65  ,562147      ,40         ,1
66  ,571534      ,40         ,1
67  ,580914      ,40         ,1
68  ,590308      ,40         ,1
69  ,599723      ,40         ,1
70  ,609073      ,40         ,1
71  ,618011      ,40         ,1
72  ,626031      ,40         ,1
73  ,634146      ,40         ,1
74  ,642919      ,40         ,1
75  ,651313      ,40         ,1
76  ,659838      ,40         ,1
77  ,668564      ,40         ,1
78  ,677697      ,40         ,1
79  ,686784      ,40         ,1
80  ,693557      ,40         ,1
81  ,702196      ,40         ,1
82  ,702363      ,40         ,1
83  ,712016      ,40         ,1
84  ,721084      ,40         ,1
85  ,730441      ,40         ,1
86  ,739861      ,40         ,1
87  ,749299      ,40         ,1
88  ,758374      ,40         ,1
89  ,767748      ,40         ,1
90  ,777112      ,40         ,1
91  ,786166      ,40         ,1
92  ,795544      ,40         ,1
93  ,804910      ,40         ,1
94  ,814330      ,40         ,1
95  ,823269      ,40         ,1
96  ,832335      ,40         ,1
97  ,841219      ,40         ,1
98  ,850155      ,40         ,1
99  ,859233      ,40         ,1
100 ,866518      ,40         ,1
101 ,876022      ,40         ,1
102 ,885115      ,40         ,1
103 ,886575      ,40         ,1
104 ,896294      ,40         ,1
105 ,905378      ,40         ,1
106 ,914779      ,40         ,1
107 ,924178      ,40         ,1
108 ,933580      ,40         ,1
109 ,942608      ,40         ,1
110 ,951904      ,40         ,1
111 ,960401      ,40         ,1
112 ,969313      ,40         ,1
113 ,977916      ,40         ,1
114 ,986146      ,40         ,1
115 ,994664      ,40         ,1
116 ,1003132     ,40         ,1
1   ,8638        ,80         ,1
2   ,17228       ,80         ,1
3   ,26811       ,80         ,1
4   ,34147       ,80         ,1
5   ,43727       ,80         ,1
6   ,53186       ,80         ,1
7   ,62637       ,80         ,1
8   ,67939       ,80         ,1
9   ,76644       ,80         ,1
10  ,85957       ,80         ,1
11  ,95334       ,80         ,1
12  ,104835      ,80         ,1
13  ,114228      ,80         ,1
14  ,123587      ,80         ,1
15  ,131073      ,80         ,1
16  ,138247      ,80         ,1
17  ,147541      ,80         ,1
18  ,156979      ,80         ,1
19  ,166421      ,80         ,1
20  ,175736      ,80         ,1
21  ,185006      ,80         ,1
22  ,194300      ,80         ,1
23  ,202777      ,80         ,1
24  ,212065      ,80         ,1
25  ,221348      ,80         ,1
26  ,230831      ,80         ,1
27  ,240258      ,80         ,1
28  ,249520      ,80         ,1
29  ,259013      ,80         ,1
30  ,262145      ,80         ,1
31  ,267887      ,80         ,1
32  ,277377      ,80         ,1
33  ,286890      ,80         ,1
34  ,296329      ,80         ,1
35  ,305781      ,80         ,1
36  ,314420      ,80         ,1
37  ,323381      ,80         ,1
38  ,332871      ,80         ,1
39  ,342379      ,80         ,1
40  ,351409      ,80         ,1
41  ,360830      ,80         ,1
42  ,370254      ,80         ,1
43  ,379666      ,80         ,1
44  ,388910      ,80         ,1
45  ,398431      ,80         ,1
46  ,407954      ,80         ,1
47  ,417143      ,80         ,1
48  ,426673      ,80         ,1
49  ,436170      ,80         ,1
50  ,445558      ,80         ,1
51  ,454170      ,80         ,1
52  ,463274      ,80         ,1
53  ,472613      ,80         ,1
54  ,482066      ,80         ,1
55  ,491108      ,80         ,1
56  ,500631      ,80         ,1
57  ,510031      ,80         ,1
58  ,519114      ,80         ,1
59  ,524289      ,80         ,1
60  ,524290      ,80         ,1
61  ,533905      ,80         ,1
62  ,543406      ,80         ,1
63  ,552820      ,80         ,1
64  ,562260      ,80         ,1
65  ,571710      ,80         ,1
66  ,580731      ,80         ,1
67  ,590209      ,80         ,1
68  ,599697      ,80         ,1
69  ,608466      ,80         ,1
70  ,617827      ,80         ,1
71  ,627254      ,80         ,1
72  ,636736      ,80         ,1
73  ,645768      ,80         ,1
74  ,655262      ,80         ,1
75  ,664769      ,80         ,1
76  ,673803      ,80         ,1
77  ,683311      ,80         ,1
78  ,692831      ,80         ,1
79  ,701947      ,80         ,1
80  ,710952      ,80         ,1
81  ,719615      ,80         ,1
82  ,727808      ,80         ,1
83  ,737127      ,80         ,1
84  ,745908      ,80         ,1
85  ,755318      ,80         ,1
86  ,764566      ,80         ,1
87  ,773324      ,80         ,1
88  ,779163      ,80         ,1
89  ,787486      ,80         ,1
90  ,796662      ,80         ,1
91  ,805848      ,80         ,1
92  ,814452      ,80         ,1
93  ,823289      ,80         ,1
94  ,832368      ,80         ,1
95  ,838591      ,80         ,1
96  ,845802      ,80         ,1
97  ,854835      ,80         ,1
98  ,863956      ,80         ,1
99  ,873203      ,80         ,1
100 ,881776      ,80         ,1
101 ,890874      ,80         ,1
102 ,899744      ,80         ,1
103 ,908153      ,80         ,1
104 ,916872      ,80         ,1
105 ,925928      ,80         ,1
106 ,934888      ,80         ,1
107 ,943342      ,80         ,1
108 ,952733      ,80         ,1
109 ,961819      ,80         ,1
110 ,969432      ,80         ,1
111 ,976280      ,80         ,1
112 ,985047      ,80         ,1
113 ,994159      ,80         ,1
114 ,1003237     ,80         ,1
115 ,1011852     ,80         ,1
116 ,1020421     ,80         ,1
117 ,1029318     ,80         ,1
118 ,1038493     ,80         ,1
119 ,1046999     ,80         ,1
120 ,1048579     ,80         ,1
121 ,1058284     ,80         ,1
122 ,1067656     ,80         ,1
123 ,1077062     ,80         ,1
124 ,1086428     ,80         ,1
125 ,1095826     ,80         ,1
126 ,1104588     ,80         ,1
127 ,1113993     ,80         ,1
128 ,1123387     ,80         ,1
129 ,1132747     ,80         ,1
1   ,8743        ,160        ,1
2   ,17294       ,160        ,1
3   ,26933       ,160        ,1
4   ,33843       ,160        ,1
5   ,43558       ,160        ,1
6   ,53028       ,160        ,1
7   ,62469       ,160        ,1
8   ,67602       ,160        ,1
9   ,77181       ,160        ,1
10  ,86301       ,160        ,1
11  ,94225       ,160        ,1
12  ,103088      ,160        ,1
13  ,111910      ,160        ,1
14  ,120943      ,160        ,1
15  ,130214      ,160        ,1
16  ,131073      ,160        ,1
17  ,140606      ,160        ,1
18  ,149886      ,160        ,1
19  ,159024      ,160        ,1
20  ,168312      ,160        ,1
21  ,177559      ,160        ,1
22  ,186889      ,160        ,1
23  ,196226      ,160        ,1
24  ,205647      ,160        ,1
25  ,214945      ,160        ,1
26  ,224307      ,160        ,1
27  ,233793      ,160        ,1
28  ,243306      ,160        ,1
29  ,252616      ,160        ,1
30  ,262120      ,160        ,1
31  ,262145      ,160        ,1
32  ,269682      ,160        ,1
33  ,279189      ,160        ,1
34  ,288409      ,160        ,1
35  ,297765      ,160        ,1
36  ,306972      ,160        ,1
37  ,316183      ,160        ,1
38  ,325649      ,160        ,1
39  ,335078      ,160        ,1
40  ,343698      ,160        ,1
41  ,352766      ,160        ,1
42  ,361687      ,160        ,1
43  ,370747      ,160        ,1
44  ,379989      ,160        ,1
45  ,389530      ,160        ,1
46  ,398983      ,160        ,1
47  ,408421      ,160        ,1
48  ,417595      ,160        ,1
49  ,427102      ,160        ,1
50  ,436636      ,160        ,1
51  ,445740      ,160        ,1
52  ,455101      ,160        ,1
53  ,464634      ,160        ,1
54  ,474104      ,160        ,1
55  ,482501      ,160        ,1
56  ,492001      ,160        ,1
57  ,501472      ,160        ,1
58  ,510555      ,160        ,1
59  ,518898      ,160        ,1
60  ,524289      ,160        ,1
61  ,524290      ,160        ,1
62  ,533941      ,160        ,1
63  ,543379      ,160        ,1
64  ,552841      ,160        ,1
65  ,561913      ,160        ,1
66  ,571392      ,160        ,1
67  ,580900      ,160        ,1
68  ,590402      ,160        ,1
69  ,599384      ,160        ,1
70  ,608703      ,160        ,1
71  ,618140      ,160        ,1
72  ,627158      ,160        ,1
73  ,635587      ,160        ,1
74  ,645074      ,160        ,1
75  ,654623      ,160        ,1
76  ,663604      ,160        ,1
77  ,673115      ,160        ,1
78  ,682622      ,160        ,1
79  ,692086      ,160        ,1
80  ,700790      ,160        ,1
81  ,710276      ,160        ,1
82  ,719770      ,160        ,1
83  ,728704      ,160        ,1
84  ,738234      ,160        ,1
85  ,747648      ,160        ,1
86  ,757150      ,160        ,1
87  ,766149      ,160        ,1
88  ,775678      ,160        ,1
89  ,785225      ,160        ,1
90  ,794669      ,160        ,1
91  ,803591      ,160        ,1
92  ,812936      ,160        ,1
93  ,822338      ,160        ,1
94  ,831140      ,160        ,1
95  ,840651      ,160        ,1
96  ,850163      ,160        ,1
97  ,859595      ,160        ,1
98  ,868467      ,160        ,1
99  ,877795      ,160        ,1
100 ,887248      ,160        ,1
101 ,895849      ,160        ,1
102 ,905298      ,160        ,1
103 ,914710      ,160        ,1
104 ,924081      ,160        ,1
105 ,932927      ,160        ,1
106 ,942119      ,160        ,1
107 ,950996      ,160        ,1
108 ,959674      ,160        ,1
109 ,968539      ,160        ,1
110 ,978034      ,160        ,1
111 ,987538      ,160        ,1
112 ,996556      ,160        ,1
113 ,1006066     ,160        ,1
114 ,1015579     ,160        ,1
115 ,1025092     ,160        ,1
116 ,1033846     ,160        ,1
117 ,1043380     ,160        ,1
118 ,1048577     ,160        ,1
119 ,1048578     ,160        ,1
120 ,1057365     ,160        ,1
121 ,1066838     ,160        ,1
122 ,1076350     ,160        ,1
123 ,1085031     ,160        ,1
124 ,1094545     ,160        ,1
125 ,1104041     ,160        ,1
126 ,1113526     ,160        ,1
127 ,1122226     ,160        ,1
128 ,1131759     ,160        ,1
129 ,1141282     ,160        ,1
130 ,1150300     ,160        ,1
131 ,1159788     ,160        ,1
132 ,1169292     ,160        ,1
133 ,1178795     ,160        ,1
134 ,1187423     ,160        ,1
135 ,1196952     ,160        ,1
136 ,1206430     ,160        ,1
137 ,1215932     ,160        ,1
138 ,1224536     ,160        ,1
139 ,1234014     ,160        ,1
140 ,1243425     ,160        ,1
141 ,1252014     ,160        ,1
142 ,1261456     ,160        ,1
143 ,1270995     ,160        ,1
144 ,1280531     ,160        ,1
145 ,1289057     ,160        ,1
146 ,1298550     ,160        ,1
147 ,1308062     ,160        ,1
148 ,1317592     ,160        ,1
149 ,1326178     ,160        ,1
150 ,1335734     ,160        ,1
151 ,1345208     ,160        ,1
1   ,8681        ,320        ,1
2   ,17282       ,320        ,1
3   ,26888       ,320        ,1
4   ,34202       ,320        ,1
5   ,43909       ,320        ,1
6   ,53383       ,320        ,1
7   ,62838       ,320        ,1
8   ,67989       ,320        ,1
9   ,77600       ,320        ,1
10  ,86525       ,320        ,1
11  ,95885       ,320        ,1
12  ,105358      ,320        ,1
13  ,114856      ,320        ,1
14  ,124213      ,320        ,1
15  ,131073      ,320        ,1
16  ,138680      ,320        ,1
17  ,148086      ,320        ,1
18  ,157566      ,320        ,1
19  ,166974      ,320        ,1
20  ,176419      ,320        ,1
21  ,185816      ,320        ,1
22  ,195350      ,320        ,1
23  ,204795      ,320        ,1
24  ,214152      ,320        ,1
25  ,223619      ,320        ,1
26  ,233130      ,320        ,1
27  ,242593      ,320        ,1
28  ,251913      ,320        ,1
29  ,261360      ,320        ,1
30  ,262145      ,320        ,1
31  ,268708      ,320        ,1
32  ,278208      ,320        ,1
33  ,287695      ,320        ,1
34  ,297224      ,320        ,1
35  ,306673      ,320        ,1
36  ,315910      ,320        ,1
37  ,325435      ,320        ,1
38  ,334970      ,320        ,1
39  ,344524      ,320        ,1
40  ,353531      ,320        ,1
41  ,363095      ,320        ,1
42  ,372627      ,320        ,1
43  ,381849      ,320        ,1
44  ,391318      ,320        ,1
45  ,400850      ,320        ,1
46  ,410351      ,320        ,1
47  ,419580      ,320        ,1
48  ,429101      ,320        ,1
49  ,438570      ,320        ,1
50  ,447841      ,320        ,1
51  ,456928      ,320        ,1
52  ,466115      ,320        ,1
53  ,475541      ,320        ,1
54  ,484488      ,320        ,1
55  ,493943      ,320        ,1
56  ,503450      ,320        ,1
57  ,512948      ,320        ,1
58  ,522076      ,320        ,1
59  ,524289      ,320        ,1
60  ,524355      ,320        ,1
61  ,534008      ,320        ,1
62  ,543513      ,320        ,1
63  ,552977      ,320        ,1
64  ,562424      ,320        ,1
65  ,571934      ,320        ,1
66  ,580976      ,320        ,1
67  ,590493      ,320        ,1
68  ,599975      ,320        ,1
69  ,609056      ,320        ,1
70  ,618570      ,320        ,1
71  ,628074      ,320        ,1
72  ,637611      ,320        ,1
73  ,646654      ,320        ,1
74  ,656194      ,320        ,1
75  ,665678      ,320        ,1
76  ,674701      ,320        ,1
77  ,684211      ,320        ,1
78  ,693661      ,320        ,1
79  ,702837      ,320        ,1
80  ,711783      ,320        ,1
81  ,721121      ,320        ,1
82  ,730578      ,320        ,1
83  ,739828      ,320        ,1
84  ,749301      ,320        ,1
85  ,758816      ,320        ,1
86  ,768292      ,320        ,1
87  ,777243      ,320        ,1
88  ,786747      ,320        ,1
89  ,796287      ,320        ,1
90  ,805698      ,320        ,1
91  ,814668      ,320        ,1
92  ,824159      ,320        ,1
93  ,833606      ,320        ,1
94  ,842508      ,320        ,1
95  ,852060      ,320        ,1
96  ,861536      ,320        ,1
97  ,870970      ,320        ,1
98  ,879794      ,320        ,1
99  ,889289      ,320        ,1
100 ,898762      ,320        ,1
101 ,908012      ,320        ,1
102 ,917485      ,320        ,1
103 ,926881      ,320        ,1
104 ,936348      ,320        ,1
105 ,945167      ,320        ,1
106 ,954665      ,320        ,1
107 ,964192      ,320        ,1
108 ,973600      ,320        ,1
109 ,982441      ,320        ,1
110 ,991932      ,320        ,1
111 ,1001433     ,320        ,1
112 ,1010158     ,320        ,1
113 ,1019678     ,320        ,1
114 ,1029166     ,320        ,1
115 ,1038641     ,320        ,1
116 ,1047426     ,320        ,1
117 ,1048577     ,320        ,1
118 ,1048578     ,320        ,1
119 ,1058151     ,320        ,1
120 ,1067659     ,320        ,1
121 ,1077181     ,320        ,1
122 ,1086636     ,320        ,1
123 ,1096117     ,320        ,1
124 ,1105546     ,320        ,1
125 ,1115053     ,320        ,1
126 ,1124505     ,320        ,1
127 ,1134008     ,320        ,1
128 ,1143470     ,320        ,1
129 ,1152970     ,320        ,1
130 ,1161630     ,320        ,1
131 ,1171076     ,320        ,1
132 ,1180604     ,320        ,1
133 ,1190138     ,320        ,1
134 ,1198808     ,320        ,1
135 ,1208245     ,320        ,1
136 ,1217627     ,320        ,1
137 ,1226267     ,320        ,1
138 ,1235820     ,320        ,1
139 ,1245348     ,320        ,1
140 ,1254891     ,320        ,1
141 ,1263493     ,320        ,1
142 ,1272824     ,320        ,1
143 ,1282319     ,320        ,1
144 ,1291838     ,320        ,1
145 ,1300408     ,320        ,1
146 ,1309922     ,320        ,1
147 ,1319296     ,320        ,1
148 ,1327783     ,320        ,1
149 ,1337244     ,320        ,1
150 ,1346707     ,320        ,1
151 ,1356195     ,320        ,1
1   ,8724        ,640        ,1
2   ,17340       ,640        ,1
3   ,26961       ,640        ,1
4   ,34600       ,640        ,1
5   ,44185       ,640        ,1
6   ,53309       ,640        ,1
7   ,62783       ,640        ,1
8   ,67911       ,640        ,1
9   ,77363       ,640        ,1
10  ,86830       ,640        ,1
11  ,96129       ,640        ,1
12  ,105652      ,640        ,1
13  ,115067      ,640        ,1
14  ,124444      ,640        ,1
15  ,131073      ,640        ,1
16  ,138561      ,640        ,1
17  ,147870      ,640        ,1
18  ,157398      ,640        ,1
19  ,166907      ,640        ,1
20  ,176228      ,640        ,1
21  ,185613      ,640        ,1
22  ,195126      ,640        ,1
23  ,204528      ,640        ,1
24  ,213876      ,640        ,1
25  ,223352      ,640        ,1
26  ,232828      ,640        ,1
27  ,242317      ,640        ,1
28  ,251627      ,640        ,1
29  ,261064      ,640        ,1
30  ,262145      ,640        ,1
31  ,268606      ,640        ,1
32  ,278149      ,640        ,1
33  ,287570      ,640        ,1
34  ,297056      ,640        ,1
35  ,306231      ,640        ,1
36  ,315470      ,640        ,1
37  ,324934      ,640        ,1
38  ,334452      ,640        ,1
39  ,343970      ,640        ,1
40  ,353037      ,640        ,1
41  ,362545      ,640        ,1
42  ,372073      ,640        ,1
43  ,381313      ,640        ,1
44  ,390804      ,640        ,1
45  ,400162      ,640        ,1
46  ,409599      ,640        ,1
47  ,418762      ,640        ,1
48  ,428290      ,640        ,1
49  ,437763      ,640        ,1
50  ,446810      ,640        ,1
51  ,456321      ,640        ,1
52  ,465785      ,640        ,1
53  ,475242      ,640        ,1
54  ,484322      ,640        ,1
55  ,493827      ,640        ,1
56  ,503355      ,640        ,1
57  ,512838      ,640        ,1
58  ,522344      ,640        ,1
59  ,524289      ,640        ,1
60  ,524723      ,640        ,1
61  ,534418      ,640        ,1
62  ,543681      ,640        ,1
63  ,553182      ,640        ,1
64  ,562232      ,640        ,1
65  ,571673      ,640        ,1
66  ,581049      ,640        ,1
67  ,590474      ,640        ,1
68  ,599516      ,640        ,1
69  ,609007      ,640        ,1
70  ,618414      ,640        ,1
71  ,627429      ,640        ,1
72  ,636954      ,640        ,1
73  ,646406      ,640        ,1
74  ,655902      ,640        ,1
75  ,664931      ,640        ,1
76  ,674453      ,640        ,1
77  ,683960      ,640        ,1
78  ,693276      ,640        ,1
79  ,701965      ,640        ,1
80  ,711465      ,640        ,1
81  ,720936      ,640        ,1
82  ,729908      ,640        ,1
83  ,739297      ,640        ,1
84  ,748698      ,640        ,1
85  ,758125      ,640        ,1
86  ,767050      ,640        ,1
87  ,776509      ,640        ,1
88  ,785984      ,640        ,1
89  ,795404      ,640        ,1
90  ,804295      ,640        ,1
91  ,813721      ,640        ,1
92  ,823175      ,640        ,1
93  ,832084      ,640        ,1
94  ,841451      ,640        ,1
95  ,850829      ,640        ,1
96  ,860331      ,640        ,1
97  ,869233      ,640        ,1
98  ,878720      ,640        ,1
99  ,888230      ,640        ,1
100 ,897100      ,640        ,1
101 ,906537      ,640        ,1
102 ,916032      ,640        ,1
103 ,925519      ,640        ,1
104 ,934338      ,640        ,1
105 ,943727      ,640        ,1
106 ,953224      ,640        ,1
107 ,962742      ,640        ,1
108 ,971589      ,640        ,1
109 ,981082      ,640        ,1
110 ,990529      ,640        ,1
111 ,999348      ,640        ,1
112 ,1008840     ,640        ,1
113 ,1018229     ,640        ,1
114 ,1027714     ,640        ,1
115 ,1036509     ,640        ,1
116 ,1046012     ,640        ,1
117 ,1048577     ,640        ,1
118 ,1048578     ,640        ,1
119 ,1058169     ,640        ,1
120 ,1066884     ,640        ,1
121 ,1076406     ,640        ,1
122 ,1085852     ,640        ,1
123 ,1095360     ,640        ,1
124 ,1104054     ,640        ,1
125 ,1113553     ,640        ,1
126 ,1123053     ,640        ,1
127 ,1131712     ,640        ,1
128 ,1141199     ,640        ,1
129 ,1150615     ,640        ,1
130 ,1160092     ,640        ,1
131 ,1168738     ,640        ,1
132 ,1178226     ,640        ,1
133 ,1187667     ,640        ,1
134 ,1196685     ,640        ,1
135 ,1206176     ,640        ,1
136 ,1215650     ,640        ,1
137 ,1225098     ,640        ,1
138 ,1233654     ,640        ,1
139 ,1243180     ,640        ,1
140 ,1252654     ,640        ,1
141 ,1262152     ,640        ,1
142 ,1270744     ,640        ,1
143 ,1280262     ,640        ,1
144 ,1289723     ,640        ,1
145 ,1298294     ,640        ,1
146 ,1307795     ,640        ,1
147 ,1317243     ,640        ,1
148 ,1326710     ,640        ,1
149 ,1335225     ,640        ,1
150 ,1344652     ,640        ,1
151 ,1354138     ,640        ,1
1   ,8597        ,1280       ,1
2   ,17127       ,1280       ,1
3   ,26759       ,1280       ,1
4   ,34057       ,1280       ,1
5   ,43191       ,1280       ,1
6   ,52672       ,1280       ,1
7   ,62148       ,1280       ,1
8   ,67338       ,1280       ,1
9   ,76990       ,1280       ,1
10  ,86463       ,1280       ,1
11  ,95825       ,1280       ,1
12  ,105338      ,1280       ,1
13  ,114746      ,1280       ,1
14  ,124152      ,1280       ,1
15  ,131073      ,1280       ,1
16  ,138756      ,1280       ,1
17  ,148009      ,1280       ,1
18  ,157483      ,1280       ,1
19  ,166956      ,1280       ,1
20  ,176227      ,1280       ,1
21  ,185554      ,1280       ,1
22  ,195036      ,1280       ,1
23  ,204447      ,1280       ,1
24  ,213727      ,1280       ,1
25  ,223203      ,1280       ,1
26  ,232635      ,1280       ,1
27  ,242060      ,1280       ,1
28  ,251257      ,1280       ,1
29  ,260728      ,1280       ,1
30  ,262145      ,1280       ,1
31  ,268367      ,1280       ,1
32  ,277919      ,1280       ,1
33  ,287317      ,1280       ,1
34  ,296761      ,1280       ,1
35  ,306157      ,1280       ,1
36  ,315318      ,1280       ,1
37  ,324808      ,1280       ,1
38  ,334204      ,1280       ,1
39  ,343583      ,1280       ,1
40  ,352572      ,1280       ,1
41  ,362095      ,1280       ,1
42  ,371572      ,1280       ,1
43  ,381056      ,1280       ,1
44  ,390268      ,1280       ,1
45  ,399749      ,1280       ,1
46  ,409110      ,1280       ,1
47  ,418294      ,1280       ,1
48  ,427735      ,1280       ,1
49  ,437181      ,1280       ,1
50  ,446679      ,1280       ,1
51  ,455693      ,1280       ,1
52  ,465145      ,1280       ,1
53  ,474406      ,1280       ,1
54  ,483577      ,1280       ,1
55  ,492972      ,1280       ,1
56  ,502518      ,1280       ,1
57  ,512000      ,1280       ,1
58  ,521121      ,1280       ,1
59  ,524289      ,1280       ,1
60  ,524701      ,1280       ,1
61  ,534346      ,1280       ,1
62  ,543775      ,1280       ,1
63  ,553114      ,1280       ,1
64  ,562589      ,1280       ,1
65  ,571991      ,1280       ,1
66  ,581009      ,1280       ,1
67  ,590470      ,1280       ,1
68  ,599936      ,1280       ,1
69  ,609384      ,1280       ,1
70  ,618428      ,1280       ,1
71  ,627879      ,1280       ,1
72  ,637319      ,1280       ,1
73  ,646585      ,1280       ,1
74  ,655601      ,1280       ,1
75  ,665098      ,1280       ,1
76  ,674545      ,1280       ,1
77  ,683562      ,1280       ,1
78  ,693054      ,1280       ,1
79  ,702269      ,1280       ,1
80  ,711797      ,1280       ,1
81  ,720652      ,1280       ,1
82  ,730055      ,1280       ,1
83  ,739575      ,1280       ,1
84  ,748504      ,1280       ,1
85  ,758026      ,1280       ,1
86  ,767485      ,1280       ,1
87  ,776900      ,1280       ,1
88  ,785808      ,1280       ,1
89  ,795326      ,1280       ,1
90  ,804761      ,1280       ,1
91  ,814279      ,1280       ,1
92  ,823244      ,1280       ,1
93  ,832740      ,1280       ,1
94  ,842216      ,1280       ,1
95  ,851103      ,1280       ,1
96  ,860485      ,1280       ,1
97  ,869996      ,1280       ,1
98  ,879417      ,1280       ,1
99  ,888241      ,1280       ,1
100 ,897704      ,1280       ,1
101 ,907193      ,1280       ,1
102 ,915979      ,1280       ,1
103 ,925413      ,1280       ,1
104 ,934629      ,1280       ,1
105 ,943471      ,1280       ,1
106 ,952195      ,1280       ,1
107 ,961660      ,1280       ,1
108 ,971024      ,1280       ,1
109 ,980316      ,1280       ,1
110 ,989013      ,1280       ,1
111 ,998516      ,1280       ,1
112 ,1008025     ,1280       ,1
113 ,1017043     ,1280       ,1
114 ,1026587     ,1280       ,1
115 ,1035987     ,1280       ,1
116 ,1045509     ,1280       ,1
117 ,1048577     ,1280       ,1
118 ,1048578     ,1280       ,1
119 ,1058176     ,1280       ,1
120 ,1067534     ,1280       ,1
121 ,1076997     ,1280       ,1
122 ,1086376     ,1280       ,1
123 ,1095900     ,1280       ,1
124 ,1105411     ,1280       ,1
125 ,1114891     ,1280       ,1
126 ,1124392     ,1280       ,1
127 ,1133883     ,1280       ,1
128 ,1143324     ,1280       ,1
